"Date","Campaign Name","Campaign Id","Ad Group Name","Ad Group Id","Item Id","Item Name","Bid","Average CPC","Impressions","Clicks","CTR","Ad Spend","Conversion Rate (Units Sold Based)","Orders","Conversion Rate (Orders Based)","Total Attributed Sales","Advertised SKU Sales","Other SKU Sales","Units Sold","Advertised SKU Units (#)","Other SKU Units (#)","Total Attributed Sales (Shipping)","Total Attributed Sales (Curbside pickup and delivery)","Advertised SKU Click Sales (Shipping)","Advertised SKU Click Sales (Curbside pickup and delivery)","Other SKU Click Sales (Shipping)","Other SKU Click Sales (Curbside pickup and delivery)","RoAS"
"2023-06-04","Joeyz_Shopping-Black_Dish_Rack-Apr_23-M1","2309580","Joeyz_Shopping-Black_Dish_Rack-Apr_23-M1","2034795","799341083","Joey’z 3-Pc Extra Large Dish Drying Rack with Drainboard and Utensil Holder Set, Black","N/A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023-06-03","Joeyz_Shopping-Clip_Fan_1Pk-Apr_23-A1","2309584","Joeyz_Shopping-Clip_Fan_1Pk-Apr_23-A1","2034801","623751748","Joey’z Clip On Fan Quiet Portable 6” Mini Fan for Desk Home Bedroom Office","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023-06-21","Joeyz_Shopping-Black_Dish_Rack-Apr_23-A1","2309579","Joeyz_Shopping-Black_Dish_Rack-Apr_23-A1","2034794","799341083","Joey’z 3-Pc Extra Large Dish Drying Rack with Drainboard and Utensil Holder Set, Black","0.2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023-06-11","Joeyz_Shopping-Black_Dish_Rack-Apr_23-A1","2309579","Joeyz_Shopping-Black_Dish_Rack-Apr_23-A1","2034794","799341083","Joey’z 3-Pc Extra Large Dish Drying Rack with Drainboard and Utensil Holder Set, Black","0.2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023-06-21","Joeyz_Shopping-Black_Dish_Rack-Apr_23-M1","2309580","Joeyz_Shopping-Black_Dish_Rack-Apr_23-M1","2034795","799341083","Joey’z 3-Pc Extra Large Dish Drying Rack with Drainboard and Utensil Holder Set, Black","N/A","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023-06-07","Joeyz_Shopping_101426_Bamboo_Chip_Dip_Bowl_A_1","1732379","Joeyz_Shopping_101426_Bamboo_Chip_Dip_Bowl_A_1","1046542","541580791","Joey’z Chip and Dip Bowl Bamboo Divided Serving Tray Nacho Holder Platter for Party","0.2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023-06-23","Joeyz_Shopping-Clip_Fan_1Pk-Apr_23-M1","2309585","Joeyz_Shopping-Clip_Fan_1Pk-Apr_23-M1","2034802","623751748","Joey’z Clip On Fan Quiet Portable 6” Mini Fan for Desk Home Bedroom Office","N/A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023-06-08","Joeyz_Shopping-Black_Dish_Rack-Apr_23-A1","2309579","Joeyz_Shopping-Black_Dish_Rack-Apr_23-A1","2034794","799341083","Joey’z 3-Pc Extra Large Dish Drying Rack with Drainboard and Utensil Holder Set, Black","0.2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023-06-21","Joeyz_Shopping-Red_Dish_Rack-Apr_23-A1","2309575","Joeyz_Shopping-Red_Dish_Rack-Apr_23-A1","2034790","451746253","Joey’z 3-Pc Extra Large Dish Drying Rack with Drainboard and Utensil Holder Set, Red","0.2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
