"Date","Campaign Name","Campaign Id","Ad Group Name","Ad Group Id","Item Id","Item Name","Bid","Average CPC","Impressions","Clicks","CTR","Ad Spend","Conversion Rate (Units Sold Based)","Orders","Conversion Rate (Orders Based)","Total Attributed Sales","Advertised SKU Sales","Other SKU Sales","Units Sold","Advertised SKU Units (#)","Other SKU Units (#)","Total Attributed Sales (Shipping)","Total Attributed Sales (Curbside pickup and delivery)","Advertised SKU Click Sales (Shipping)","Advertised SKU Click Sales (Curbside pickup and delivery)","Other SKU Click Sales (Shipping)","Other SKU Click Sales (Curbside pickup and delivery)","RoAS"
"2023-10-05","Liquid health_Priority Skus","2579930","Priority_skus","2478893","1363817519","LIQUIDHEALTH Clear Voice Vocal Throat Spray Natural Sore Throat Relief, Mint 1 fl Oz 2-Pack","0.2","0","687","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023-10-05","Liquid health_Priority Skus","2579930","Priority_skus","2478893","1896025750","Clear Voice 3 Pack Clarity Soothing Spray Dampener Moisturizer Relief - Oral Throat Spray Medicine - Mint, Strawberry Lemonade, Honey Lemon Flavor 1 Fl Oz","1.42","1.933","4583","8","0.002","15.46","0.125","1","0.125","19.95","19.95","0","1","1","0","19.95","0","19.95","0","0","0","1.29"
"2023-10-05","Liquid health_Priority Skus","2579930","Priority_skus","2478893","24191768","LIQUIDHEALTH Clear Voice Vocal Throat Spray Natural Sore Throat Relief, Mint 1 fl Oz","0.2","0","1317","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023-10-05","Liquid health_Priority Skus","2579930","Priority_skus","2478893","24191928","LIQUIDHEALTH Clear Voice Natural Vocal Throat Spray, Honey Lemon 1 fl Oz","0.2","0","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023-10-05","Liquid health_Priority Skus","2579930","Priority_skus","2478893","2656397343","LIQUIDHEALTH Vitamin D3 5000 IU Liquid Supplement for Bone Health, Immune Support, 1 fl Oz 2-Pack","1.09","1.428","3216","10","0.003","14.28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023-10-05","Liquid health_Priority Skus","2579930","Priority_skus","2478893","2656790301","LIQUIDHEALTH Omega 3 Fish Oil for Dogs Liquid Supplement Puppy Essentials, 16 Oz","0.2","0","165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023-10-05","Liquid health_Priority Skus","2579930","Priority_skus","2478893","28777327","LIQUIDHEALTH K9 Glucosamine for Dogs Hip & Joint Juice Liquid Vitamin, 32 Fl. Oz","1.38","2.022","3315","11","0.003","22.24","0.091","1","0.091","29.95","29.95","0","1","1","0","29.95","0","29.95","0","0","0","1.347"
"2023-10-05","Liquid health_Priority Skus","2579930","Priority_skus","2478893","3435756620","LIQUIDHEALTH Omega 3 Fish Oil Cat Supplements & Vitamins with EPA, DPA & DHA, 8 Oz","1.38","2.117","1635","10","0.006","21.17","0.1","1","0.1","19.95","19.95","0","1","1","0","19.95","0","19.95","0","0","0","0.942"
"2023-10-05","Liquid health_Priority Skus","2579930","Priority_skus","2478893","3459398659","LIQUIDHEALTH Omega 3 Fish Oil Cat Supplements & Vitamins with EPA, DPA & DHA, 8 Oz","0.2","0.22","212","1","0.005","0.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023-10-05","Liquid health_Priority Skus","2579930","Priority_skus","2478893","425086408","LIQUIDHEALTH Clear Voice Vocal Throat Spray, Strawberry Lemonade 1 fl Oz","0.2","0.2","734","2","0.003","0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
